nome,sigla,cnpj,categoria,associados,base_contagem,fonte_associados,data_fonte,tipo_fonte,entidade_paga,tipo_cobranca,evidencia_cobranca,observacoes
Ordem dos Advogados do Brasil - Seção de Mato Grosso do Sul,OAB-MS,,7,,inscritos ativos,,,,sim,anuidade,"OAB/MS, Secretaria-Geral, tabela de anuidade (oabms.org.br, documento em PDF localizado via busca); Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025'","Nome, CNPJ, número de inscritos e Caixa de Assistência (CAAMS) não pesquisados nesta sessão por esgotamento do orçamento de busca. Nome da seccional segue padrão institucional não verificado individualmente."
Ordem dos Advogados do Brasil - Seção do Distrito Federal,OAB-DF,,7,,inscritos ativos,,,,sim,anuidade,"Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025' (migalhas.com.br/quentes/422639)","Nome, CNPJ, número de inscritos e Caixa de Assistência (CAADF) não pesquisados nesta sessão por esgotamento do orçamento de busca. Nome da seccional segue padrão institucional não verificado individualmente."
Ordem dos Advogados do Brasil - Seção de Pernambuco,OAB-PE,,7,,inscritos ativos,,,,sim,anuidade,"Migalhas, 'Saiba os valores das anuidades das seccionais da OAB para 2025' (migalhas.com.br/quentes/422639)","Nome, CNPJ, número de inscritos e Caixa de Assistência (CAAPE) não pesquisados nesta sessão por esgotamento do orçamento de busca. Nome da seccional segue padrão institucional não verificado individualmente."
Ordem dos Advogados do Brasil - Seção do Acre,OAB-AC,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção de Alagoas,OAB-AL,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Amapá,OAB-AP,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Amazonas,OAB-AM,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção da Bahia,OAB-BA,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Ceará,OAB-CE,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Espírito Santo,OAB-ES,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Maranhão,OAB-MA,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção de Mato Grosso,OAB-MT,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Pará,OAB-PA,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção da Paraíba,OAB-PB,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Paraná,OAB-PR,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Piauí,OAB-PI,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção do Rio Grande do Norte,OAB-RN,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção de Rondônia,OAB-RO,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção de Santa Catarina,OAB-SC,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Ordem dos Advogados do Brasil - Seção de Sergipe,OAB-SE,,7,,inscritos ativos,,,,sim,anuidade,,"Seccional NÃO pesquisada nesta sessão: o orçamento de busca (WebSearch) da sessão foi esgotado antes de cobrir este estado (a cota é compartilhada entre os subagentes paralelos do levantamento). Nome/sigla seguem o padrão institucional das demais seccionais confirmadas (ex.: OAB-SP, OAB-RJ, OAB-MG, OAB-RS) mas NÃO foram verificados individualmente via CNPJ ou site oficial. CNPJ, inscritos ativos, anuidade e Caixa de Assistência ficam em branco por falta de fonte, conforme regra do briefing."
Associação Brasileira dos Aposentados e Pensionistas da Nação,ABAPEN,não encontrado,4,,"não informado (fonte cita apenas ritmo de filiação: 1.569 filiações/hora, 12.554/dia; e cerca de 251 mil novas filiações informadas ao INSS só em abril/2024 — não fica claro se é total de associados ou apenas novas adesões no mês)","CNN Brasil, 'Associação envolvida em fraude do INSS filiou 1.500 aposentados por hora', https://www.cnnbrasil.com.br/politica/associacao-envolvida-em-fraude-do-inss-filiou-1-500-aposentados-por-hora/ (dados atribuídos a relatório da CGU)",2025 (data exata do artigo não confirmada),imprensa,sim,mensalidade,Desconto mensal direto em folha de benefício do INSS via Acordo de Cooperação Técnica (ACT); é justamente o objeto da investigação por descontos não autorizados.,"ALERTA REPUTACIONAL INSS: entidade citada nos relatórios da CGU/Operação 'Sem Desconto' (PF, 2025) sobre descontos associativos indevidos em benefícios do INSS. Sede em Recife-PE (site https://abapen.org.br/, não foi possível acessar para confirmar dados oficiais — WebFetch bloqueado nesta sessão). Rogério Soares de Souza, ex-membro da diretoria do INSS, teria ligação com a ABAPEN segundo cobertura da Operação Sem Desconto (Imirante.com, 27/05/2026)."
União Brasileira de Aposentados da Previdência,UNIBAP,13.416.634/0001-71,4,,não informado,não encontrado,não encontrado,imprensa,sim,mensalidade,"Uma das 29 entidades com Acordo de Cooperação Técnica (ACT) com o INSS para desconto de mensalidade associativa em folha de benefício, segundo Jusbrasil (https://www.jusbrasil.com.br/artigos/contribuicao-unibap-o-que-e-e-como-cancelar/2501808625).","ALERTA REPUTACIONAL INSS: citada como uma das entidades investigadas na fase mais recente da Operação Sem Desconto (Imirante.com, 27/05/2026, https://imirante.com/noticias/brasil/2026/05/27/ipolitica-pf-e-cgu-fazem-nova-operacao-sobre-descontos-ilegais-no-inss). Sede em Brasília-DF. Oferece odontologia, consultas, exames e assistência funeral aos associados."
ABENPREV (nome completo não confirmado),ABENPREV,não encontrado,4,,não informado,não encontrado,não encontrado,imprensa,a confirmar,outra,"não encontrado (citada apenas como investigada, sem detalhe de cobrança confirmado nesta busca)","ALERTA REPUTACIONAL INSS: citada junto com a UNIBAP como investigada na fase mais recente da Operação Sem Desconto (Imirante.com, 27/05/2026). Nome completo, CNPJ e número de associados não confirmados — requer busca dedicada."
Associação dos Aposentados e Pensionistas do Brasil (Fortaleza-CE),AAPB,06.062.946/0001-69,4,,não informado,"Econodata, consulta de empresa, https://www.econodata.com.br/consulta-empresa/06062946000169-aapb-associacao-dos-aposentados-e-pensionistasdo-brasil",não encontrado,imprensa,a confirmar,outra,não encontrado diretamente; entidade do mesmo grupo de associações de aposentados citadas nas listas de descontos do INSS,Situação cadastral SUSPENSA desde 08/02/2025 segundo Econodata — possível relação com a onda de suspensões de ACT do INSS em 2025. Existe outra entidade de nome quase idêntico no Rio de Janeiro (CNPJ 43.630.622/0001-06) — checar duplicidade/homônimos antes de consolidar.
Associação dos Aposentados e Pensionistas do Brasil (Rio de Janeiro-RJ),AAPB,43.630.622/0001-06,4,,não informado,"VRI Consulting / CNPJ Agora, https://www.vriconsulting.com.br/empresa.php?cnpj=43630622000106",não encontrado,imprensa,a confirmar,outra,não encontrado,Situação cadastral 'Inapta' perante a Receita Federal segundo fonte consultada. Fundada em 03/09/2021 — entidade recente. Homônima da AAPB de Fortaleza (CNPJ 06.062.946/0001-69); orquestrador deve checar qual é a relevante ou se ambas devem constar.
Associação de Proteção e Defesa dos Direitos dos Aposentados e Pensionistas (APDAP Prev),APDAP Prev,não encontrado,4,,não informado (fonte traz apenas valor arrecadado em descontos: R$ 66 milhões em 2024),"Jornal de Brasília, 'Veja lista de associações investigadas por descontos indevidos na aposentadoria', https://jornaldebrasilia.com.br/noticias/economia/veja-lista-de-associacoes-investigadas-por-descontos-indevidos-na-aposentadoria/",2024 (dado de arrecadação); artigo de 2025,imprensa,sim,mensalidade,ACT com o INSS assinado em 2022; R$ 66 milhões descontados de aposentados/pensionistas em 2024 segundo a reportagem.,ALERTA REPUTACIONAL INSS: uma das entidades investigadas na Operação Sem Desconto.
Amar Brasil Clube de Benefícios,ABCB,não encontrado,outra,,não informado (fonte traz apenas valor arrecadado em descontos: R$ 78 milhões em 2024),"Jornal de Brasília, 'Veja lista de associações investigadas por descontos indevidos na aposentadoria', https://jornaldebrasilia.com.br/noticias/economia/veja-lista-de-associacoes-investigadas-por-descontos-indevidos-na-aposentadoria/",2024 (dado de arrecadação); artigo de 2025,imprensa,sim,mensalidade,"ACT com o INSS assinado em 2022; R$ 78 milhões descontados de aposentados/pensionistas em 2024 segundo a reportagem. Nome comercial 'Clube de Benefícios' sugere modelo de cobrança recorrente típico de clube de vantagens, não associação profissional/categoria clássica.",ALERTA REPUTACIONAL INSS: uma das entidades com maior valor de desconto identificado em 2024. Categoria dúbia — mais parecido com 'clube de benefícios' comercial do que associação tradicional; XIPP deve avaliar se é o tipo de entidade que interessa ao produto.
Confederação Nacional dos Trabalhadores na Agricultura,CONTAG,não encontrado,outra,,"não informado (confederação de sindicatos rurais filiados, sem contagem direta de pessoa física localizada)",não encontrado,não encontrado,imprensa,a confirmar,outra,não encontrado,"ALERTA REPUTACIONAL INSS: citada pela Polícia Federal em inquérito sobre descontos indevidos do INSS (CNN Brasil, https://www.cnnbrasil.com.br/politica/inss-sindicatos-citados-em-inquerito-tem-vaga-no-conselho-de-previdencia/). É confederação de sindicatos de trabalhadores rurais, fora do critério do briefing (sindicatos/confederações são excluídos) — registrar apenas como referência/alerta, não como candidata direta."
AAPPS Universo (nome completo e natureza não confirmados),AAPPS Universo,não encontrado,outra,,não informado,"Jornal de Brasília, 'Veja lista de associações investigadas por descontos indevidos na aposentadoria' / '9 em cada 10 descontos do INSS não foram reconhecidos', https://jornaldebrasilia.com.br/noticias/economia/9-em-cada-10-descontos-do-inss-nao-foram-reconhecidos-diz-cgu-veja-lista-de-associacoes/",2025,imprensa,a confirmar,outra,não encontrado,"ALERTA REPUTACIONAL INSS: citada em lista da CGU sobre descontos indevidos no INSS junto com Aapen, Contag, Unaspub, Conafer, Apdap Prev, ABCB/Amar Brasil e CAAP. Nome completo, CNPJ e sede não confirmados nesta busca — requer pesquisa dedicada."
CONAFER (nome completo não confirmado — possivelmente entidade ligada ao meio rural),CONAFER,não encontrado,outra,,não informado,"Jornal de Brasília, https://jornaldebrasilia.com.br/noticias/economia/9-em-cada-10-descontos-do-inss-nao-foram-reconhecidos-diz-cgu-veja-lista-de-associacoes/",2025,imprensa,a confirmar,outra,não encontrado,ALERTA REPUTACIONAL INSS: citada na mesma lista da CGU sobre descontos indevidos no INSS (ver observação da AAPPS Universo). Nome completo e CNPJ não confirmados.
CAAP - Caixa de Assistência de Aposentados e Pensionistas (nome completo/vínculo não confirmados),CAAP,não encontrado,outra,,não informado,"Jornal de Brasília, https://jornaldebrasilia.com.br/noticias/economia/9-em-cada-10-descontos-do-inss-nao-foram-reconhecidos-diz-cgu-veja-lista-de-associacoes/",2025,imprensa,a confirmar,outra,não encontrado,"ALERTA REPUTACIONAL INSS: citada na mesma lista da CGU (ver observação da AAPPS Universo). Nome sugere 'Caixa de Assistência de Aposentados e Pensionistas do INSS', mas não foi possível confirmar razão social exata nem se tem natureza de associação 399-9."
Clube Naval,CN,não encontrado,5,,não informado,não encontrado,não encontrado,imprensa,sim,mensalidade,"Página oficial 'Reajuste de mensalidade' (https://www.clubenaval.org.br/reajuste-de-mensalidade) detalha que a mensalidade básica de sócios efetivos, especiais, temporários e aspirantes equivale a até 5% (podendo chegar a 10%) do soldo de 2º Tenente.","Clube social/recreativo de militares da Marinha com múltiplas filiais regionais (ex. Clube Naval de Brasília, Clube Naval Charitas). Número total de sócios não encontrado nesta busca — candidato a checar em fase de enriquecimento."
Clube Militar,CM,não encontrado,5,,não informado,não encontrado,não encontrado,imprensa,sim,mensalidade,"Página institucional 'Associe-se' (https://clubemilitar.org/associe-se/) menciona categorias de sócio e isenção de mensalidade apenas para cônjuge e filhos/enteados menores de 18 anos, indicando cobrança de mensalidade para os demais associados.","Clube social de militares do Exército, sede no Rio de Janeiro. Número total de sócios não encontrado nesta busca — candidato a checar em fase de enriquecimento."
